AvgTemp,Day_of_Year
0.4627953967974453,1
0.440224302826295,2
0.24296916743476296,3
0.5556325825572721,4
0.4923242122774979,5
0.49876539902160955,6
0.3520682616407673,7
0.6145128597699908,8
0.514671764982543,9
0.507921040049645,10
0.40186608218176284,11
0.4305036195113142,12
0.2975004114515728,13
0.7402609012791826,14
0.4275719047228432,15
0.4949455175936023,16
0.5076416243021298,17
0.45642129602298626,18
0.376682624473184,19
0.4917834905145435,20
0.44353349014900345,21
0.4853169474860571,22
0.4371222260800872,23
0.36945768379811694,24
0.4693015299904792,25
0.4075341459213938,26
0.39409985042564843,27
0.3737772263442075,28
0.5826999450187994,29
0.39379185619575935,30
0.42967671653445993,31
0.8151804081929763,32
0.44042117953187415,33
0.37947919926047763,34
0.6374917143872593,35
0.37397641204450954,36
0.5685428782863851,37
0.2569796414959038,38
0.32986220332350746,39
0.49242369172330575,40
0.5120100892645328,41
0.36491375468462356,42
0.6112703356355574,43
0.6574753202913652,44
0.4342258281657693,45
0.44368694368767686,46
0.4851371347058007,47
0.44051027143770277,48
0.42449527466883596,49
0.44997284816393956,50
0.5462636589400266,51
0.3960125450816547,52
0.46599986593365555,53
0.52365813412491,54
0.42780124921851553,55
0.38613951408350705,56
0.4305746034512801,57
0.4272221954802947,58
0.6738543816042452,59
0.4691373225547906,60
0.3772410931825988,61
0.46599520234361147,62
0.47558996387318925,63
0.446825421232104,64
0.4435965635199484,65
0.5269315174455321,66
0.3927564313804689,67
0.46921368947653486,68
0.4724158148946583,69
0.4756086046560694,70
0.513973665101421,71
0.44371458202164793,72
0.34806158285368355,73
0.4595662190687322,74
0.5112508543393525,75
0.504560018558236,76
0.4851777486631745,77
0.45322731098358293,78
0.4436383834510783,79
0.44999617461228075,80
0.49484008815754826,81
0.5521947924148243,82
0.503884579931424,83
0.38099918712494674,84
0.45009322594520007,85
0.3133290143853664,86
0.45632516281254476,87
0.5469703661110836,88
0.4627953967974453,89
0.498070263153893,90
0.5586152501894931,91
0.41224226272128134,92
0.4469062088228213,93
0.4564282181229475,94
0.45323770919333034,95
0.44684858710800796,96
0.38611166453531853,97
0.5175908207467235,98
0.4756086046560694,99
0.4595967550283843,100
0.5491901465459312,101
0.4659640747089952,102
0.4913032267610382,103
0.5133122335240989,104
0.45965612656918015,105
0.4219703112518004,106
0.35552413993979315,107
0.48515336258882313,108
0.5296992100272497,109
0.355292744095579,110
0.5460206212339245,111
0.5103598399765354,112
0.6835687832303184,113
0.44433536766928566,114
0.3733842484111799,115
0.33820300375582135,116
0.4090826918415523,117
0.37060479467493695,118
0.46922072322237457,119
0.5302120700664917,120
0.5169556265547631,121
0.5482880951535548,122
0.6070473543714272,123
0.4874778470169727,124
0.45048871071183894,125
0.40117573980800547,126
0.3386865163060085,127
0.45650112909763285,128
0.4564966211168315,129
0.45649210667457896,130
0.40917900294961895,131
0.4405826387941238,132
0.5518714088168118,133
0.3210729439873845,134
0.5428196510632907,135
0.5167212089690134,136
0.5290036693987307,137
0.4784414838707245,138
0.4627953967974453,139
0.5408869040240237,140
0.4225452112422237,141
0.3725936989117257,142
0.43765431251965686,143
0.6046194245606883,144
0.5310312077532445,145
0.43509566280130696,146
0.6109940789472895,147
0.49012216700102396,148
0.4991182281607619,149
0.5019832809687618,150
0.4447889155610917,151
0.4417447355540575,152
0.5140410914828207,153
0.36089775546485636,154
0.4415705532164137,155
0.48711104371299285,156
0.514323680183828,157
0.3874599030177463,158
0.4567164850683084,159
0.47192007140619735,160
0.37164322325618065,161
0.4965678949585429,162
0.3679824488372216,163
0.5091726100715087,164
0.6350287489412189,165
0.41151454814547495,166
0.4992059493335767,167
0.387252830710534,168
0.4018377427075951,169
0.45358792981737556,170
0.6071968921896684,171
0.4476816907589194,172
0.3053422694846468,173
0.5645391173746956,174
0.6060458839089432,175
0.47779056396523367,176
0.4717771828846965,177
0.3581148002884387,178
0.49306442293354247,179
0.3903989045824872,180
0.3806733253176771,181
0.4597251696916637,182
0.527292682084734,183
0.496333729604353,184
0.377749416750164,185
0.5302697270380825,186
0.4445334160866822,187
0.6030952459449277,188
0.4477848735956231,189
0.36054932789977645,190
0.44758234448149675,191
0.5542318779327206,192
0.5502744915568947,193
0.468769019173791,194
0.42996277470933053,195
0.38490021569031263,196
0.46581813800525046,197
0.3963179386411633,198
0.5450027603712966,199
0.44469627374395576,200
0.44465894955111424,201
0.5597230005179963,202
0.38789618419464467,203
0.44768688358006303,204
0.43252637066134814,205
0.4627953967974453,206
0.5083557432516673,207
0.541359665527733,208
0.45980044854501434,209
0.5586663889290701,210
0.43908610468283277,211
0.43010699639794253,212
0.4866574705132946,213
0.4360232033609897,214
0.43594145620552116,215
0.34906482314890275,216
0.5416305300987054,217
0.5860078646932622,218
0.21977515262054245,219
0.4384123351616052,220
0.5667115144309267,221
0.48394005034626875,222
0.4567685572948694,223
0.5110431762254698,224
0.5437692995031027,225
0.3558151773084816,226
0.441737535053784,227
0.49596574515408715,228
0.5739491543112625,229
0.5013619854533816,230
0.37418415706103314,231
0.34642832089944064,232
0.502104543116979,233
0.5591258083678545,234
0.4806616548856764,235
0.35878685007180006,236
0.4297157862719789,237
0.35714470380458635,238
0.4597401021844433,239
0.346653853559819,240
0.459698138285681,241
0.4751887954850695,242
0.5556150859146843,243
0.43830198536118464,244
0.5180594846975142,245
0.48110172576996035,246
0.4232140735949429,247
0.4627953967974453,248
0.5698422735266495,249
0.3751660201365282,250
0.46889962414005826,251
0.401795462385692,252
0.40444071010866023,253
0.47516265367069555,254
0.49675759479001375,255
0.4750977790936077,256
0.4781518932947045,257
0.4290699929338854,258
0.4412511592448377,259
0.4226864151906507,260
0.4194032143785238,261
0.4814842557538139,262
0.4969856498394785,263
0.44731455619920624,264
0.5186246966704174,265
0.5028622102091374,266
0.45359114191101474,267
0.4658666960966972,268
0.4781465323253533,269
0.3647193217308945,270
0.40390600637190893,271
0.43783271297615006,272
0.428374005236431,273
0.4250972412245352,274
0.5101209512934977,275
0.6040121495086209,276
0.4967695218131167,277
0.5089454696180943,278
0.42300745454216204,279
0.4535718356606478,280
0.4720286414629914,281
0.5611800489222852,282
0.4171877967430421,283
0.37416106116876996,284
0.4288331988048768,285
0.49998869601352086,286
0.2621801097823144,287
0.5480731736633578,288
0.5847914687197339,289
0.5059896846814933,290
0.37989926494784193,291
0.5092870208177898,292
0.3548853901244526,293
0.3348162353784368,294
0.4469577134840048,295
0.5960719448188739,296
0.48467656218117583,297
0.4721497653956427,298
0.4814842557538139,299
0.5218512884153663,300
0.36399627536388257,301
0.30354528398517416,302
0.4119132240616524,303
0.48198724741131116,304
0.38300347569567594,305
0.4434700009860465,306
0.4660233892890364,307
0.4111664668021991,308
0.41410745320727693,309
0.6749509953683446,310
0.3002558270434912,311
0.47253658071143606,312
0.6314557723386345,313
0.44051833553230474,314
0.4085565742886617,315
0.36327554578132903,316
0.5667013585483468,317
0.45316795777831104,318
0.5431119771063121,319
0.3545533593349818,320
0.4015534523837814,321
0.41410745320727693,322
0.49217078736867753,323
0.33917886612780174,324
0.7036547420233383,325
0.46600688686257563,326
0.5398430233907127,327
0.6060050763604916,328
0.43774383035585196,329
0.3748644433150178,330
0.3454274526597087,331
0.32133486529345473,332
0.5640900770347606,333
0.398188120075069,334
0.48882955936955025,335
0.4400827390562713,336
0.5408689951153517,337
0.3596132529283298,338
0.3583883118772687,339
0.5915703005745455,340
0.48882955936955025,341
0.5828480162855793,342
0.3827711425315999,343
0.814905054934571,344
0.1490884499749891,345
0.44991179958984606,346
0.44344164903890326,347
0.4272352714594084,348
0.4790247113275014,349
0.42067690275781616,350
0.495350146173092,351
0.3849521465478195,352
0.34498778393115015,353
0.419676161620954,354
0.4694618099441446,355
0.3229067572057822,356
0.7470947640023327,357
0.25624779968199707,358
0.2982836152938141,359
0.43884571432053543,360
0.5691478960598355,361
0.5509284876200886,362
0.5769028680780387,363
0.5489364041963196,364
0.2823415244189573,365
0.4661451075357235,1
0.3087673689974341,2
0.6229772532441904,3
0.43601810874790575,4
0.2982836152938141,5
0.7912481850522094,6
0.6870733855398603,7
0.4563630211941811,8
0.4821066477627201,9
0.46921837692820595,10
0.4467496650992215,11
0.4627953967974453,12
0.5013755417530337,13
0.4531924862855438,14
0.44036411284497323,15
0.4017547957623666,16
0.4692656307823458,17
0.4821918287998291,18
0.4337647751601322,19
0.43366862958669733,20
0.40110123200750386,21
0.505305399426094,22
0.4400155045472284,23
0.4236427399523166,24
0.48245926609608875,25
0.36796539093342134,26
0.4429615335148386,27
0.605259370572372,28
0.4530144897979817,29
0.4595314645118084,30
0.3909622273285344,31
0.4595033640278497,32
0.5681798931101778,33
0.4237441529392878,34
0.3745382068015674,35
0.23166095412120127,36
0.4119297776893026,37
0.5003138458888455,38
0.43222888206677,39
0.5411822627183098,40
0.675610426281398,41
0.47598821966455795,42
0.4397425382288944,43
0.43638003191998886,44
0.37999869613998194,45
0.7570096404234726,46
0.5016168007063484,47
0.20190255334356136,48
0.31674320433490505,49
0.5978123308806056,50
0.4561466229976711,51
0.4461608865954453,52
0.48946104938424245,53
0.31990077432040287,54
0.699256540668504,55
0.5285867979109099,56
0.62605260013597,57
0.4627953967974453,58
0.4371502995309337,59
0.48208546927523943,60
0.42109171192787553,61
0.4305627944745169,62
0.3883877059723393,63
0.5574143175065897,64
0.530583239124858,65
0.33466331821320366,66
0.459544734981354,67
0.5603513096519831,68
0.4177687675730963,69
0.46602813546467586,70
0.45633229516687923,71
0.4272221954802947,72
0.49201894853991757,73
0.4725043192008613,74
0.4466317034617922,75
0.5243305267306274,76
0.44671445778878494,77
0.41768628611281405,78
0.48870492519015357,79
0.49185799635486327,80
0.34370934917725054,81
0.44974451118223574,82
0.5575549363744821,83
0.5112864768039046,84
0.771436556442152,85
0.15530046872378034,86
0.4660139386249911,87
0.4949690406380336,88
0.4403559366890602,89
0.44351237349648626,90
0.4756789940050445,91
0.48209252360773774,92
0.42428564072140823,93
0.5304838616759948,94
0.5363641574843477,95
0.4945164627807795,96
0.5165274055111098,97
0.47850296161965783,98
